file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws,model,status,model_feasible,utility,energy,util_per_energy,runtime,gap,error
u_mand_factor\set00\u_mand_factor_0.1.py,u_mand_factor,0,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840003,80,29,18.399999,101.200005,8.817142,1,0,1000,0,ilp_v3,optimal,1,269.727721,70.243503,3.839896,0.0239,0.0,
u_mand_factor\set00\u_mand_factor_0.2.py,u_mand_factor,0,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.280001,80,29,36.800005,110.400001,17.634288,1,0,1000,0,ilp_v3,optimal,1,235.719363,77.242417,3.051683,0.0224,0.0,
u_mand_factor\set00\u_mand_factor_0.3.py,u_mand_factor,0,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.719998,80,29,55.199995,119.599997,26.451426,1,1,1000,0,ilp_v3,optimal,1,203.729585,80.539064,2.529575,0.0291,0.0,
u_mand_factor\set00\u_mand_factor_0.4.py,u_mand_factor,0,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.160002,80,29,73.6,128.800002,35.268571,1,1,1000,0,ilp_v3,optimal,1,172.250096,89.266763,1.929611,0.0235,0.0,
u_mand_factor\set00\u_mand_factor_0.5.py,u_mand_factor,0,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600007,80,29,91.999999,138.00001,44.085714,1,1,1000,0,ilp_v3,optimal,1,142.485857,96.335585,1.479057,0.0385,0.0,
u_mand_factor\set00\u_mand_factor_0.6.py,u_mand_factor,0,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039996,80,29,110.399999,147.199994,52.902857,1,1,1000,0,ilp_v3,optimal,1,110.266587,103.034424,1.070192,0.1317,0.0,
u_mand_factor\set00\u_mand_factor_0.7.py,u_mand_factor,0,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.480003,80,29,128.799994,156.400005,61.719997,1,1,1000,0,ilp_v3,optimal,1,70.073295,109.428564,0.640357,1.0358,0.0,
u_mand_factor\set00\u_mand_factor_0.8.py,u_mand_factor,0,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920003,80,29,147.200002,165.600005,70.537144,1,1,1000,0,ilp_v3,optimal,1,-0.0,115.902959,-0.0,0.1061,0.0,
u_mand_factor\set00\u_mand_factor_0.9.py,u_mand_factor,0,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.360007,80,29,165.600003,174.80001,79.354287,1,1,1000,0,ilp_v3,infeasible,0,,,,0.0232,,
u_mand_factor\set01\u_mand_factor_0.1.py,u_mand_factor,1,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840001,80,23,18.400005,101.200001,8.573335,1,0,1001,0,ilp_v3,optimal,1,241.298617,70.766792,3.409772,0.0125,0.0,
